x,y,angle,velocity,spin,velocity_action,spin_action
23.6,0,0,1.974658728,0.8403900266,1.974658728,0.8403900266
23.7,0,0,1.974658728,0.8403900266,1.974658728,0.8403900266
23.8,0,0,1.974658728,0.8403900266,1.974658728,0.8507015705
23.9,0,0,1.974658728,0.8507015705,1.974658728,0.8507015705
24,0,0,1.974658728,0.8507015705,1.974658728,0.8403900266
24.1,0,0,1.974658728,0.8403900266,1.974658728,0.8507015705
24.2,0,0,1.974658728,0.8507015705,1.974658728,0.8403900266
24.3,0,0,1.974658728,0.8403900266,1.974658728,0.8403900266
24.4,0,0,1.974658728,0.8403900266,1.974658728,0.8403900266
24.5,0,0,1.974658728,0.8403900266,1.964347124,0.8507015705
24.6,0,0,1.964347124,0.8507015705,1.974658728,0.8507015705
24.7,0,0,1.974658728,0.8507015705,1.974658728,0.8507015705
24.8,0,0,1.974658728,0.8507015705,1.974658728,0.8507015705
24.9,0,0,1.974658728,0.8507015705,1.974658728,0.8507015705
25,0,0,1.974658728,0.8507015705,1.974658728,0.8403900266
25.1,0,0,1.974658728,0.8403900266,1.974658728,0.8507015705
25.2,0,0,1.974658728,0.8507015705,1.974658728,0.8403900266
25.3,0,0,1.974658728,0.8403900266,1.974658728,0.8403900266
25.4,0,0,1.974658728,0.8403900266,1.974658728,0.8403900266
25.5,0,0,1.974658728,0.8403900266,1.974658728,0.8403900266
25.6,0,0,1.974658728,0.8403900266,1.974658728,0.8507015705
25.7,0,0,1.974658728,0.8507015705,1.974658728,0.8403900266
25.8,0,0,1.974658728,0.8403900266,1.974658728,0.8403900266
25.9,0,0,1.974658728,0.8403900266,1.974658728,0.8403900266
26,0,0,1.974658728,0.8403900266,1.974658728,0.8403900266
26.1,0,0,1.974658728,0.8403900266,1.974658728,0.8403900266
26.2,0,0,1.974658728,0.8403900266,1.974658728,0.8507015705
26.3,0,0,1.974658728,0.8507015705,1.974658728,0.8507015705
26.4,0,0,1.974658728,0.8507015705,1.974658728,0.8403900266
26.5,0,0,1.974658728,0.8403900266,1.974658728,0.8403900266
26.6,0,0,1.974658728,0.8403900266,1.974658728,0.8507015705
26.7,0,0,1.974658728,0.8507015705,1.974658728,0.8403900266
26.8,0,0,1.974658728,0.8403900266,1.974658728,0.8403900266
26.9,0,0,1.974658728,0.8403900266,1.974658728,0.8507015705
27,0,0,1.974658728,0.8507015705,1.974658728,0.8403900266
27.1,0,0,1.974658728,0.8403900266,1.974658728,0.8403900266
27.2,0,0,1.974658728,0.8403900266,1.974658728,0.8661688566
27.3,0,0,1.974658728,0.8661688566,1.974658728,0.8507015705
27.4,0,0,1.974658728,0.8507015705,1.974658728,0.8403900266
27.5,0,0,1.974658728,0.8403900266,1.974658728,0.8507015705
27.6,0,0,1.974658728,0.8507015705,1.974658728,0.8661688566
27.7,0,0,1.974658728,0.8661688566,1.974658728,0.8661688566
27.8,0,0,1.974658728,0.8661688566,1.974658728,0.8403900266
27.9,0,0,1.974658728,0.8403900266,1.974658728,0.8661688566
28,0,0,1.974658728,0.8661688566,1.974658728,0.8403900266
28.1,0,0,1.974658728,0.8403900266,1.974658728,0.8661688566
28.2,0,0,1.974658728,0.8661688566,1.974658728,0.8403900266
28.3,0,0,1.974658728,0.8403900266,1.974658728,0.8507015705
28.4,0,0,1.974658728,0.8507015705,1.974658728,0.8403900266
28.5,0,0,1.974658728,0.8403900266,1.974658728,0.8403900266
28.6,0,0,1.974658728,0.8403900266,1.974658728,0.8249226809
28.7,0,0,1.974658728,0.8249226809,1.974658728,0.7475861311
28.8,0,0,1.974658728,0.7475861311,1.974658728,0.721807301
28.9,0,0,1.974658728,0.721807301,1.974658728,0.3196575046
29,0,0,1.974658728,0.3196575046,1.974658728,0.2526324987
29.1,0,0,1.974658728,0.2526324987,1.974658728,0
29.2,0,0,1.974658728,0,1.974658728,0
29.3,0,0,1.974658728,0,1.95403564,0
29.4,0,0,1.95403564,0,1.964347124,0
29.5,0,0,1.964347124,0,1.964347124,0
29.6,0,0,1.964347124,0,1.964347124,0
29.7,0,0,1.964347124,0,1.964347124,-0.1082709432
29.8,0,0,1.964347124,-0.1082709432,1.964347124,-0.1443615556
29.9,0,0,1.964347124,-0.1443615556,1.95403564,-0.3609038889
30,0,0,1.95403564,-0.3609038889,1.964347124,-0.4588632882
30.1,0,0,1.964347124,-0.4588632882,1.964347124,-0.5104209781
30.2,0,0,1.964347124,-0.5104209781,1.964347124,-0.520732522
30.3,0,0,1.964347124,-0.520732522,1.95403564,-0.5361996293
30.4,0,0,1.95403564,-0.5361996293,1.964347124,-0.5465111136
30.5,0,0,1.964347124,-0.5465111136,1.964347124,-0.6496265531
30.6,0,0,1.964347124,-0.6496265531,1.964347124,-0.659938097
30.7,0,0,1.964347124,-0.659938097,1.95403564,-0.6857171655
30.8,0,0,1.95403564,-0.6857171655,1.964347124,-0.7011842132
30.9,0,0,1.964347124,-0.7011842132,1.964347124,-0.7114957571
31,0,0,1.964347124,-0.7114957571,1.95403564,-0.7011842132
31.1,0,0,1.95403564,-0.7011842132,1.95403564,-0.7114957571
31.2,0,0,1.95403564,-0.7114957571,1.95403564,-0.7372748256
31.3,0,0,1.95403564,-0.7372748256,1.95403564,-0.7630534768
31.4,0,0,1.95403564,-0.7630534768,1.95403564,-0.7733650208
31.5,0,0,1.95403564,-0.7733650208,1.95403564,-0.7630534768
31.6,0,0,1.95403564,-0.7630534768,1.95403564,-0.7630534768
31.7,0,0,1.95403564,-0.7630534768,1.964347124,-0.7888325453
31.8,0,0,1.964347124,-0.7888325453,1.95403564,-0.8146111369
31.9,0,0,1.95403564,-0.8146111369,1.964347124,-0.7991440892
32,0,0,1.964347124,-0.7991440892,1.95403564,-0.7991440892
32.1,0,0,1.95403564,-0.7991440892,1.95403564,-0.7991440892
32.2,0,0,1.95403564,-0.7991440892,1.95403564,-0.7991440892
32.3,0,0,1.95403564,-0.7991440892,1.95403564,-0.7991440892
32.4,0,0,1.95403564,-0.7991440892,1.95403564,-0.7991440892
32.5,0,0,1.95403564,-0.7991440892,1.95403564,-0.7991440892
32.6,0,0,1.95403564,-0.7991440892,1.943724036,-0.7991440892
32.7,0,0,1.943724036,-0.7991440892,1.95403564,-0.7991440892
32.8,0,0,1.95403564,-0.7991440892,1.95403564,-0.7888325453
32.9,0,0,1.95403564,-0.7888325453,1.95403564,-0.7888325453
33,0,0,1.95403564,-0.7888325453,1.95403564,-0.7991440892
33.1,0,0,1.95403564,-0.7991440892,1.95403564,-0.7888325453
33.2,0,0,1.95403564,-0.7888325453,1.95403564,-0.7888325453
33.3,0,0,1.95403564,-0.7888325453,1.95403564,-0.7888325453
33.4,0,0,1.95403564,-0.7888325453,1.943724036,-0.7991440892
33.5,0,0,1.943724036,-0.7991440892,1.943724036,-0.7888325453
33.6,0,0,1.943724036,-0.7888325453,1.95403564,-0.7991440892
33.7,0,0,1.95403564,-0.7991440892,1.95403564,-0.7888325453
33.8,0,0,1.95403564,-0.7888325453,1.95403564,-0.7991440892
33.9,0,0,1.95403564,-0.7991440892,1.95403564,-0.7991440892
34,0,0,1.95403564,-0.7991440892,1.943724036,-0.7991440892
34.1,0,0,1.943724036,-0.7991440892,1.95403564,-0.7991440892
34.2,0,0,1.95403564,-0.7991440892,1.943724036,-0.7733650208
34.3,0,0,1.943724036,-0.7733650208,1.943724036,-0.7991440892
34.4,0,0,1.943724036,-0.7991440892,1.928256989,-0.7888325453
34.5,0,0,1.928256989,-0.7888325453,1.943724036,-0.7888325453
34.6,0,0,1.943724036,-0.7888325453,1.943724036,-0.7888325453
34.7,0,0,1.943724036,-0.7888325453,1.943724036,-0.7888325453
34.8,0,0,1.943724036,-0.7888325453,1.943724036,-0.7991440892
34.9,0,0,1.943724036,-0.7991440892,1.943724036,-0.7733650208
35,0,0,1.943724036,-0.7733650208,1.943724036,-0.7991440892
35.1,0,0,1.943724036,-0.7991440892,1.943724036,-0.7733650208
35.2,0,0,1.943724036,-0.7733650208,1.943724036,-0.7888325453
35.3,0,0,1.943724036,-0.7888325453,1.928256989,-0.7733650208
35.4,0,0,1.928256989,-0.7733650208,1.943724036,-0.7888325453
35.5,0,0,1.943724036,-0.7888325453,1.943724036,-0.7991440892
35.6,0,0,1.943724036,-0.7991440892,1.943724036,-0.7991440892
35.7,0,0,1.943724036,-0.7991440892,1.943724036,-0.7991440892
35.8,0,0,1.943724036,-0.7991440892,1.943724036,-0.7991440892
35.9,0,0,1.943724036,-0.7991440892,1.928256989,-0.8146111369
36,0,0,1.928256989,-0.8146111369,1.943724036,-0.8403897882
36.1,0,0,1.943724036,-0.8403897882,1.943724036,-0.8507013321
36.2,0,0,1.943724036,-0.8507013321,1.943724036,-0.8403897882
36.3,0,0,1.943724036,-0.8403897882,1.943724036,-0.8507013321
36.4,0,0,1.943724036,-0.8507013321,1.943724036,-0.8507013321
36.5,0,0,1.943724036,-0.8507013321,1.943724036,-0.8507013321
36.6,0,0,1.943724036,-0.8507013321,1.943724036,-0.8507013321
36.7,0,0,1.943724036,-0.8507013321,1.943724036,-0.8507013321
36.8,0,0,1.943724036,-0.8507013321,1.943724036,-0.8507013321
36.9,0,0,1.943724036,-0.8507013321,1.943724036,-0.8403897882
37,0,0,1.943724036,-0.8403897882,1.943724036,-0.8507013321
37.1,0,0,1.943724036,-0.8507013321,1.943724036,-0.8507013321
37.2,0,0,1.943724036,-0.8507013321,1.943724036,-0.8661688566
37.3,0,0,1.943724036,-0.8661688566,1.943724036,-0.8403897882
37.4,0,0,1.943724036,-0.8403897882,1.943724036,-0.8403897882
37.5,0,0,1.943724036,-0.8403897882,1.943724036,-0.8661688566
37.6,0,0,1.943724036,-0.8661688566,1.943724036,-0.8661688566
37.7,0,0,1.943724036,-0.8661688566,1.943724036,-0.8507013321
37.8,0,0,1.943724036,-0.8507013321,1.943724036,-0.8661688566
37.9,0,0,1.943724036,-0.8661688566,1.928256989,-0.8764804006
38,0,0,1.928256989,-0.8764804006,1.943724036,-0.8764804006
38.1,0,0,1.943724036,-0.8764804006,1.928256989,-0.8764804006
38.2,0,0,1.928256989,-0.8764804006,1.943724036,-0.8764804006
38.3,0,0,1.943724036,-0.8764804006,1.943724036,-0.8919475079
38.4,0,0,1.943724036,-0.8919475079,1.943724036,-0.8919475079
38.5,0,0,1.943724036,-0.8919475079,1.928256989,-0.8764804006
38.6,0,0,1.928256989,-0.8764804006,1.943724036,-0.8919475079
38.7,0,0,1.943724036,-0.8919475079,1.943724036,-0.8919475079
38.8,0,0,1.943724036,-0.8919475079,1.943724036,-0.8919475079
38.9,0,0,1.943724036,-0.8919475079,1.928256989,-0.8919475079
39,0,0,1.928256989,-0.8919475079,1.943724036,-0.8919475079
39.1,0,0,1.943724036,-0.8919475079,1.928256989,-0.8919475079
39.2,0,0,1.928256989,-0.8919475079,1.928256989,-0.8919475079
39.3,0,0,1.928256989,-0.8919475079,1.917945385,-0.8764804006
39.4,0,0,1.917945385,-0.8764804006,1.907633901,-0.8919475079
39.5,0,0,1.907633901,-0.8919475079,1.907633901,-0.8661688566
39.6,0,0,1.907633901,-0.8661688566,1.907633901,-0.8661688566
39.7,0,0,1.907633901,-0.8661688566,1.907633901,-0.8764804006
39.8,0,0,1.907633901,-0.8764804006,1.917945385,-0.8764804006
39.9,0,0,1.917945385,-0.8764804006,1.907633901,-0.8919475079
40,0,0,1.907633901,-0.8919475079,1.907633901,-0.8661688566
40.1,0,0,1.907633901,-0.8661688566,1.907633901,-0.7888325453
40.2,0,0,1.907633901,-0.7888325453,1.907633901,-0.7888325453
40.3,0,0,1.907633901,-0.7888325453,1.907633901,-0.6857171655
40.4,0,0,1.907633901,-0.6857171655,1.907633901,-0.4227726758
40.5,0,0,1.907633901,-0.4227726758,1.907633901,-0.1288940161
40.6,0,0,1.907633901,-0.1288940161,1.907633901,-0.0670247823
40.7,0,0,1.907633901,-0.0670247823,1.907633901,0
40.8,0,0,1.907633901,0,1.907633901,0
40.9,0,0,1.907633901,0,1.917945385,0.09795962274
41,0,0,1.917945385,0.09795962274,1.917945385,0.1082711667
41.1,0,0,1.917945385,0.1082711667,1.917945385,0.2268536389
41.2,0,0,1.917945385,0.2268536389,1.907633901,0.3557478786
